"State","Year","Week","Predicted_Deaths"
"Hawaii",2023,41,222.714436758435
"Hawaii",2023,42,222.714436758435
"Hawaii",2023,43,222.714436758435
"Hawaii",2023,44,222.714436758435
"Hawaii",2023,45,222.714436758435
"Hawaii",2023,46,222.714436758435
"Hawaii",2023,47,222.714436758435
"Hawaii",2023,48,222.714436758435
"Hawaii",2023,49,222.714436758435
"Hawaii",2023,50,222.714436758435
"Hawaii",2023,51,222.714436758435
"Hawaii",2023,52,222.714436758435
"Idaho",2020,1,282.862762707619
"Idaho",2020,2,286.607805466632
"Idaho",2020,3,268.964743941824
"Idaho",2020,4,277.496908792501
"Idaho",2020,5,276.238120062244
"Idaho",2020,6,277.303335987933
"Idaho",2020,7,292.897174904855
"Idaho",2020,8,282.034961300986
"Idaho",2020,9,283.63218510823
"Idaho",2020,10,282.094724621578
"Idaho",2020,11,278.104152323857
"Idaho",2020,12,274.577279419515
"Idaho",2020,13,271.796935246997
"Idaho",2020,14,279.299834020646
"Idaho",2020,15,278.594306741287
"Idaho",2020,16,281.330419758234
"Idaho",2020,17,271.704782294893
"Idaho",2020,18,269.406484321944
"Idaho",2020,19,274.436556764073
"Idaho",2020,20,274.662425878309
"Idaho",2020,21,277.183861098309
"Idaho",2020,22,278.088440180117
"Idaho",2020,23,276.717641663261
"Idaho",2020,24,275.57357906198
"Idaho",2020,25,273.504861438163
"Idaho",2020,26,273.746845855916
"Idaho",2020,27,270.525001942465
"Idaho",2020,28,267.557381721968
"Idaho",2020,29,270.541686796096
"Idaho",2020,30,268.931480183228
"Idaho",2020,31,270.308026857155
"Idaho",2020,32,267.540836604328
"Idaho",2020,33,267.565035321552
"Idaho",2020,34,268.707270383583
"Idaho",2020,35,273.743631300536
"Idaho",2020,36,276.256654969363
"Idaho",2020,37,271.447897492391
"Idaho",2020,38,271.892433206222
"Idaho",2020,39,273.96094527723
"Idaho",2020,40,272.819575075317
"Idaho",2020,41,268.709463325556
"Idaho",2020,42,275.793308115542
"Idaho",2020,43,272.58880480061
"Idaho",2020,44,280.163810949044
"Idaho",2020,45,276.937324741555
"Idaho",2020,46,276.711029488058
"Idaho",2020,47,266.186524731032
"Idaho",2020,48,272.817785994817
"Idaho",2020,49,273.054843765962
"Idaho",2020,50,276.010165889006
"Idaho",2020,51,283.12316763233
"Idaho",2020,52,276.935987360159
"Idaho",2021,1,276.450671242469
"Idaho",2021,2,277.298354845101
"Idaho",2021,3,273.285636222891
"Idaho",2021,4,275.221018359751
"Idaho",2021,5,274.933228177545
"Idaho",2021,6,275.173554109235
"Idaho",2021,7,278.712964696325
"Idaho",2021,8,276.246260390832
"Idaho",2021,9,276.60842388393
"Idaho",2021,10,276.259071840352
"Idaho",2021,11,275.352879960112
"Idaho",2021,12,274.552030226168
"Idaho",2021,13,273.920709531428
"Idaho",2021,14,275.624010057285
"Idaho",2021,15,275.463785623671
"Idaho",2021,16,276.084927042241
"Idaho",2021,17,273.899608489752
"Idaho",2021,18,273.377812674096
"Idaho",2021,19,274.51977137307
"Idaho",2021,20,274.571042180905
"Idaho",2021,21,275.143474513617
"Idaho",2021,22,275.348835998276
"Idaho",2021,23,275.037622932441
"Idaho",2021,24,274.777886207666
"Idaho",2021,25,274.308226937889
"Idaho",2021,26,274.363163435481
"Idaho",2021,27,273.631712213169
"Idaho",2021,28,272.957977219014
"Idaho",2021,29,273.635499437404
"Idaho",2021,30,273.26993633155
"Idaho",2021,31,273.582451612844
"Idaho",2021,32,272.954220272042
"Idaho",2021,33,272.959714004775
"Idaho",2021,34,273.219033949766
"Idaho",2021,35,274.362431729831
"Idaho",2021,36,274.932959875041
"Idaho",2021,37,273.84123453036
"Idaho",2021,38,273.942156826612
"Idaho",2021,39,274.41176815479
"Idaho",2021,40,274.152644505865
"Idaho",2021,41,273.2195317129
"Idaho",2021,42,274.827766856798
"Idaho",2021,43,274.100253052818
"Idaho",2021,44,275.819995858412
"Idaho",2021,45,275.087491310686
"Idaho",2021,46,275.036115822518
"Idaho",2021,47,272.646752566668
"Idaho",2021,48,274.152238322425
"Idaho",2021,49,274.206057208811
"Idaho",2021,50,274.876999761497
"Idaho",2021,51,276.491854369184
"Idaho",2021,52,275.087187685178
"Idaho",2022,1,274.977007061375
"Idaho",2022,2,275.169455456698
"Idaho",2022,3,274.258453689684
"Idaho",2022,4,274.697840726858
"Idaho",2022,5,274.632504133581
"Idaho",2022,6,274.687064985963
"Idaho",2022,7,275.490612306995
"Idaho",2022,8,274.930599958128
"Idaho",2022,9,275.012821417743
"Idaho",2022,10,274.933508523177
"Idaho",2022,11,274.727777077277
"Idaho",2022,12,274.545961308116
"Idaho",2022,13,274.402633474147
"Idaho",2022,14,274.789331355276
"Idaho",2022,15,274.752955831377
"Idaho",2022,16,274.893972678843
"Idaho",2022,17,274.397842934848
"Idaho",2022,18,274.279380377458
"Idaho",2022,19,274.538637626855
"Idaho",2022,20,274.550277564994
"Idaho",2022,21,274.680236058395
"Idaho",2022,22,274.726858982405
"Idaho",2022,23,274.656204725384
"Idaho",2022,24,274.597237068416
"Idaho",2022,25,274.490610996435
"Idaho",2022,26,274.503083150874
"Idaho",2022,27,274.337022826508
"Idaho",2022,28,274.184065734834
"Idaho",2022,29,274.337882634607
"Idaho",2022,30,274.25488936577
"Idaho",2022,31,274.325839262903
"Idaho",2022,32,274.183212800539
"Idaho",2022,33,274.18446003482
"Idaho",2022,34,274.24333307087
"Idaho",2022,35,274.502917032788
"Idaho",2022,36,274.632443221225
"Idaho",2022,37,274.384590378374
"Idaho",2022,38,274.407502622882
"Idaho",2022,39,274.514117810751
"Idaho",2022,40,274.455289339516
"Idaho",2022,41,274.243446077322
"Idaho",2022,42,274.608561400814
"Idaho",2022,43,274.443394982898
"Idaho",2022,44,274.833825731268
"Idaho",2022,45,274.66752627194
"Idaho",2022,46,274.655862568374
"Idaho",2022,47,274.113408847344
"Idaho",2022,48,274.455197124271
"Idaho",2022,49,274.467415549037
"Idaho",2022,50,274.61973867672
"Idaho",2022,51,274.986356807605
"Idaho",2022,52,274.667457340275
"Idaho",2023,1,274.642443190911
"Idaho",2023,2,274.686134474726
"Idaho",2023,3,274.479311047115
"Idaho",2023,4,274.579064457445
"Idaho",2023,5,274.564231184164
"Idaho",2023,6,274.576618056409
"Idaho",2023,7,274.759046254905
"Idaho",2023,8,274.631907452665
"Idaho",2023,9,274.650574072991
"Idaho",2023,10,274.632567780026
"Idaho",2023,11,274.585860864245
"Idaho",2023,12,274.544583490333
"Idaho",2023,13,274.512043977275
"Idaho",2023,14,274.599835443901
"Idaho",2023,15,274.59157716076
"Idaho",2023,16,274.623592013859
"Idaho",2023,17,274.510956387993
"Idaho",2023,18,274.484062003097
"Idaho",2023,19,274.542920805456
"Idaho",2023,20,274.545563403956
"Idaho",2023,21,274.575067694755
"Idaho",2023,22,274.58565243048
"Idaho",2023,23,274.569611895608
"Idaho",2023,24,274.556224552823
"Idaho",2023,25,274.532017388273
"Idaho",2023,26,274.534848923649
"Idaho",2023,27,274.497148485824
"Idaho",2023,28,274.462422856168
"Idaho",2023,29,274.497343686826
"Idaho",2023,30,274.478501843758
"Idaho",2023,31,274.494609497381
"Idaho",2023,32,274.462229215715
"Idaho",2023,33,274.462512373529
"Idaho",2023,34,274.475878234662
"Idaho",2023,35,274.534811210097
"Idaho",2023,36,274.564217355319
"Idaho",2023,37,274.50794767906
"Idaho",2023,38,274.513149413145
"Idaho",2023,39,274.537354106691
"Idaho",2023,40,274.523998363044
"Idaho",2023,41,274.475903890355
"Idaho",2023,42,274.558795499804
"Idaho",2023,43,274.521298004281
"Idaho",2023,44,274.609936938415
"Idaho",2023,45,274.572182210122
"Idaho",2023,46,274.569534216191
"Idaho",2023,47,274.446381724104
"Idaho",2023,48,274.523977427549
"Idaho",2023,49,274.526751359041
"Idaho",2023,50,274.561333060759
"Idaho",2023,51,274.644565850419
"Idaho",2023,52,274.572166560665
"Illinois",2020,1,2385.52227696921
"Illinois",2020,2,2401.68955919263
"Illinois",2020,3,2309.08338020854
"Illinois",2020,4,2290.95057032204
"Illinois",2020,5,2184.38270809206
"Illinois",2020,6,2267.920429523
"Illinois",2020,7,2183.07752818769
"Illinois",2020,8,2211.03518722293
"Illinois",2020,9,2145.17230929237
"Illinois",2020,10,2099.56131995908
"Illinois",2020,11,2140.4484338547
"Illinois",2020,12,2144.2910946844
"Illinois",2020,13,2086.02951189252
"Illinois",2020,14,2133.47684233585
"Illinois",2020,15,2087.54613181081
"Illinois",2020,16,2059.70322381001
"Illinois",2020,17,2060.86790669929
"Illinois",2020,18,2113.37694432527
"Illinois",2020,19,1967.06662220201
"Illinois",2020,20,1960.71919770617
"Illinois",2020,21,1984.95368235492
"Illinois",2020,22,1979.14764154143
"Illinois",2020,23,1945.44552637117
"Illinois",2020,24,1906.43593181566
"Illinois",2020,25,1932.07426111685
"Illinois",2020,26,1946.27438106553
"Illinois",2020,27,1930.64745196603
"Illinois",2020,28,1943.06857303693
"Illinois",2020,29,1949.98335457203
"Illinois",2020,30,1916.83071161316
"Illinois",2020,31,1925.75754550219
"Illinois",2020,32,1874.43421997178
"Illinois",2020,33,1856.48765098146
"Illinois",2020,34,1910.9412455452
"Illinois",2020,35,1918.06728060111
"Illinois",2020,36,1918.69935995032
"Illinois",2020,37,1973.89423900819
"Illinois",2020,38,2001.15971029779
"Illinois",2020,39,2016.4829571363
"Illinois",2020,40,2031.18805170263
"Illinois",2020,41,2003.93082474157
"Illinois",2020,42,2104.4057143223
"Illinois",2020,43,2086.77926406576
"Illinois",2020,44,2074.37551797884
"Illinois",2020,45,2102.39449339653
"Illinois",2020,46,2086.66666444201
"Illinois",2020,47,2090.30190496081
"Illinois",2020,48,2090.32082877982
"Illinois",2020,49,2098.94746617295
"Illinois",2020,50,2160.1110065292
"Illinois",2020,51,2072.35565935634
"Illinois",2020,52,2111.56554342228
"Illinois",2021,1,2289.82731672025
"Illinois",2021,2,2256.5418133609
"Illinois",2021,3,2236.56089887221
"Illinois",2021,4,2223.20655479762
"Illinois",2021,5,2222.73199871754
"Illinois",2021,6,2295.96537038056
"Illinois",2021,7,2179.30227064428
"Illinois",2021,8,2176.14446598585
"Illinois",2021,9,2148.39200847889
"Illinois",2021,10,2133.69279769744
"Illinois",2021,11,2178.17156054025
"Illinois",2021,12,2117.47576743561
"Illinois",2021,13,2116.36058115859
"Illinois",2021,14,2152.38156218471
"Illinois",2021,15,2044.71700917899
"Illinois",2021,16,2060.84832372733
"Illinois",2021,17,2036.65144050244
"Illinois",2021,18,2064.18413874704
"Illinois",2021,19,2010.30206779261
"Illinois",2021,20,2007.68409565225
"Illinois",2021,21,2047.05720245564
"Illinois",2021,22,2017.04750132706
"Illinois",2021,23,1990.22100644385
"Illinois",2021,24,1927.7149039361
"Illinois",2021,25,1964.72925318755
"Illinois",2021,26,1950.60921760384
"Illinois",2021,27,1967.07853910779
"Illinois",2021,28,1918.73420487043
"Illinois",2021,29,1967.41536470007
"Illinois",2021,30,1913.20047691579
"Illinois",2021,31,1942.14712330922
"Illinois",2021,32,1903.93994877409
"Illinois",2021,33,1881.84911077681
"Illinois",2021,34,1926.63533609564
"Illinois",2021,35,1937.21264058931
"Illinois",2021,36,1899.86990697265
"Illinois",2021,37,1993.72882384551
"Illinois",2021,38,2006.14947571457
"Illinois",2021,39,2035.9716384996
"Illinois",2021,40,2020.29721695997
"Illinois",2021,41,2041.3705224594
"Illinois",2021,42,2143.9166034703
"Illinois",2021,43,2136.64663808157
"Illinois",2021,44,2068.6625194331
"Illinois",2021,45,2136.0364391202
"Illinois",2021,46,2138.95041130386
"Illinois",2021,47,2076.99396079506
"Illinois",2021,48,2116.36785920045
"Illinois",2021,49,2114.63790177306
"Illinois",2021,50,2169.24226344686
"Illinois",2021,51,2116.00883390569
"Illinois",2021,52,2172.13445515481
"Illinois",2022,1,2374.05143361155
"Illinois",2022,2,2369.82209403459
"Illinois",2022,3,2307.16994161562
"Illinois",2022,4,2291.00799259778
"Illinois",2022,5,2228.19792915692
"Illinois",2022,6,2307.48565895163
"Illinois",2022,7,2209.51863235726
"Illinois",2022,8,2224.64283140385
"Illinois",2022,9,2174.49845795941
"Illinois",2022,10,2141.6369194178
"Illinois",2022,11,2184.00539587677
"Illinois",2022,12,2161.22940578584
"Illinois",2022,13,2126.53764667999
"Illinois",2022,14,2169.27222080686
"Illinois",2022,15,2097.87961116886
"Illinois",2022,16,2088.17371154345
"Illinois",2022,17,2078.87810860251
"Illinois",2022,18,2121.08574576506
"Illinois",2022,19,2012.89712013565
"Illinois",2022,20,2008.0878947184
"Illinois",2022,21,2038.56624909114
"Illinois",2022,22,2022.77749648873
"Illinois",2022,23,1991.91120593351
"Illinois",2022,24,1943.21056201276
"Illinois",2022,25,1973.54088942456
"Illinois",2022,26,1976.06046408313
"Illinois",2022,27,1973.67151697097
"Illinois",2022,28,1961.03014670098
"Illinois",2022,29,1985.17131926759
"Illinois",2022,30,1943.33162992885
"Illinois",2022,31,1960.51556277307
"Illinois",2022,32,1914.60194608261
"Illinois",2022,33,1894.94608839242
"Illinois",2022,34,1945.41241162312
"Illinois",2022,35,1953.96191022358
"Illinois",2022,36,1938.93141589008
"Illinois",2022,37,2010.0731369164
"Illinois",2022,38,2031.21591635259
"Illinois",2022,39,2052.51918841298
"Illinois",2022,40,2054.69436190025
"Illinois",2022,41,2047.37088751532
"Illinois",2022,42,2148.70003247883
"Illinois",2022,43,2135.34507679112
"Illinois",2022,44,2100.0174079099
"Illinois",2022,45,2144.26818715378
"Illinois",2022,46,2136.22910137141
"Illinois",2022,47,2112.81128715585
"Illinois",2022,48,2129.06202730517
"Illinois",2022,49,2133.41712477988
"Illinois",2022,50,2191.87535571159
"Illinois",2022,51,2118.35844808181
"Illinois",2022,52,2164.54516651076
"Illinois",2023,1,2352.56344326042
"Illinois",2023,2,2331.26204912071
"Illinois",2023,3,2293.68153753023
"Illinois",2023,4,2279.16920699405
"Illinois",2023,5,2252.98459730648
"Illinois",2023,6,2328.7150669914
"Illinois",2023,7,2219.76309471809
"Illinois",2023,8,2224.1456360873
"Illinois",2023,9,2187.15771417968
"Illinois",2023,10,2164.9675172794
"Illinois",2023,11,2208.57590016778
"Illinois",2023,12,2163.51999209087
"Illinois",2023,13,2148.5562703012
"Illinois",2023,14,2187.34624841786
"Illinois",2023,15,2094.64192671393
"Illinois",2023,16,2100.11677611744
"Illinois",2023,17,2082.065871824
"Illinois",2023,18,2115.65119532572
"Illinois",2023,19,2039.37058313778
"Illinois",2023,20,2035.84883654204
"Illinois",2023,21,2071.55333501127
"Illinois",2023,22,2047.40901245162
"Illinois",2023,23,2018.91631851609
"Illinois",2023,24,1962.10422726092
"Illinois",2023,25,1996.36177598107
"Illinois",2023,26,1989.10468720649
"Illinois",2023,27,1997.79598431323
"Illinois",2023,28,1964.17720789053
"Illinois",2023,29,2002.73693910312
"Illinois",2023,30,1953.6261569708
"Illinois",2023,31,1977.7213148832
"Illinois",2023,32,1936.33564627102
"Illinois",2023,33,1915.24910705751
"Illinois",2023,34,1962.3780681299
"Illinois",2023,35,1972.11901144793
"Illinois",2023,36,1943.97887988523
"Illinois",2023,37,2028.46817184037
"Illinois",2023,38,2044.48623354561
"Illinois",2023,39,2070.79481079199
"Illinois",2023,40,2062.48238989122
"Illinois",2023,41,2071.84354666486
"Illinois",2023,42,2173.88770682294
"Illinois",2023,43,2164.10800928616
"Illinois",2023,44,2109.59292473551
"Illinois",2023,45,2167.42978913038
"Illinois",2023,46,2165.82621233762
"Illinois",2023,47,2119.76488239508
"Illinois",2023,48,2149.6017181614
"Illinois",2023,49,2150.38151952737
"Illinois",2023,50,2206.57539557929
"Illinois",2023,51,2144.97611917035
"Illinois",2023,52,2197.00247604953
"Indiana",2020,1,1417.65471232765
"Indiana",2020,2,1461.53796085571
"Indiana",2020,3,1419.25933259614
"Indiana",2020,4,1422.6772715999
"Indiana",2020,5,1431.95866095673
"Indiana",2020,6,1459.93418990717
"Indiana",2020,7,1343.50068554152
"Indiana",2020,8,1371.00663880927
"Indiana",2020,9,1294.78318481566
"Indiana",2020,10,1342.54136010694
"Indiana",2020,11,1360.90587415054
"Indiana",2020,12,1332.50616139402
"Indiana",2020,13,1355.20871527273
"Indiana",2020,14,1340.72832381487
"Indiana",2020,15,1303.27260104221
"Indiana",2020,16,1298.23909597031
"Indiana",2020,17,1288.49510056342
"Indiana",2020,18,1298.71406274664
"Indiana",2020,19,1281.58858480664
"Indiana",2020,20,1246.26456892255
"Indiana",2020,21,1261.35545945146
"Indiana",2020,22,1207.63112190827
"Indiana",2020,23,1216.42581104333
"Indiana",2020,24,1226.39205574214
"Indiana",2020,25,1213.05220149158
"Indiana",2020,26,1250.37665328507
"Indiana",2020,27,1235.12976598251
"Indiana",2020,28,1177.59410470928
"Indiana",2020,29,1236.05193885798
"Indiana",2020,30,1195.17922997534
"Indiana",2020,31,1220.4628397658
"Indiana",2020,32,1204.36953864823
"Indiana",2020,33,1216.26512134616
"Indiana",2020,34,1212.85595358996
"Indiana",2020,35,1235.22979079089
"Indiana",2020,36,1244.754589806
"Indiana",2020,37,1242.9110236585
"Indiana",2020,38,1215.56889612862
"Indiana",2020,39,1255.39478845228
"Indiana",2020,40,1241.13379532432
"Indiana",2020,41,1249.11565016385
"Indiana",2020,42,1276.75574763111
"Indiana",2020,43,1311.13119025543
"Indiana",2020,44,1323.92752657549
"Indiana",2020,45,1262.5648852244
"Indiana",2020,46,1331.8606021842
"Indiana",2020,47,1302.29134799355
"Indiana",2020,48,1323.57268272344
"Indiana",2020,49,1383.13514653192
"Indiana",2020,50,1353.67378350495
"Indiana",2020,51,1361.37366305544
"Indiana",2020,52,1396.87327513073
"Indiana",2021,1,1396.40672954046
"Indiana",2021,2,1418.52689100908
"Indiana",2021,3,1369.85228358921
"Indiana",2021,4,1398.68872299453
"Indiana",2021,5,1436.73714392221
"Indiana",2021,6,1460.36067467673
"Indiana",2021,7,1353.98580964066
"Indiana",2021,8,1398.13148655858
"Indiana",2021,9,1314.39058013318
"Indiana",2021,10,1365.55474363406
"Indiana",2021,11,1397.9078011005
"Indiana",2021,12,1364.26949481625
"Indiana",2021,13,1363.67051087085
"Indiana",2021,14,1378.37281490517
"Indiana",2021,15,1304.06014773677
"Indiana",2021,16,1307.77566121798
"Indiana",2021,17,1310.9880742213
"Indiana",2021,18,1307.99145453083
"Indiana",2021,19,1315.48963729051
"Indiana",2021,20,1279.79675711975
"Indiana",2021,21,1311.20817865993
"Indiana",2021,22,1239.87195182389
"Indiana",2021,23,1243.86763533997
"Indiana",2021,24,1244.57589431524
"Indiana",2021,25,1253.24832464834
"Indiana",2021,26,1262.56651698802
"Indiana",2021,27,1245.81733632192
"Indiana",2021,28,1201.67007140266
"Indiana",2021,29,1276.79387662156
"Indiana",2021,30,1202.56578408458
"Indiana",2021,31,1226.05762362094
"Indiana",2021,32,1223.65700663831
"Indiana",2021,33,1262.34744074399
"Indiana",2021,34,1202.95744166736
"Indiana",2021,35,1216.3965524699
"Indiana",2021,36,1258.37523770278
"Indiana",2021,37,1294.64327287759
"Indiana",2021,38,1240.20428959671
"Indiana",2021,39,1271.39445308408
"Indiana",2021,40,1242.54276212589
"Indiana",2021,41,1276.72672125825
"Indiana",2021,42,1300.19783989892
"Indiana",2021,43,1319.08962932746
"Indiana",2021,44,1362.55466916224
"Indiana",2021,45,1300.29856885181
"Indiana",2021,46,1338.32968060843
"Indiana",2021,47,1341.81130561661
"Indiana",2021,48,1351.48003535935
"Indiana",2021,49,1387.81740141056
"Indiana",2021,50,1367.88419599052
"Indiana",2021,51,1413.39913435267
"Indiana",2021,52,1386.96531142343
"Indiana",2022,1,1437.3123260683
"Indiana",2022,2,1471.30797075026
"Indiana",2022,3,1426.12346300905
"Indiana",2022,4,1441.08976652806
"Indiana",2022,5,1463.44085556633
"Indiana",2022,6,1489.43914507542
"Indiana",2022,7,1377.57557330495
"Indiana",2022,8,1412.64143731129
"Indiana",2022,9,1333.00258588922
"Indiana",2022,10,1382.30820075239
"Indiana",2022,11,1407.02811719705
"Indiana",2022,12,1376.24835893632
"Indiana",2022,13,1388.36434601114
"Indiana",2022,14,1387.14250245163
"Indiana",2022,15,1332.9415971516
"Indiana",2022,16,1331.88302584075
"Indiana",2022,17,1328.02550385929
"Indiana",2022,18,1332.24024256961
"Indiana",2022,19,1326.3020103351
"Indiana",2022,20,1290.81040867011
"Indiana",2022,21,1313.31619143189
"Indiana",2022,22,1251.59026000468
"Indiana",2022,23,1258.20462121627
"Indiana",2022,24,1263.96469355549
"Indiana",2022,25,1260.62566083914
"Indiana",2022,26,1285.22605386564
"Indiana",2022,27,1269.29663096512
"Indiana",2022,28,1217.8437078128
"Indiana",2022,29,1283.87337766686
"Indiana",2022,30,1227.84634721146
"Indiana",2022,31,1252.31590362761
"Indiana",2022,32,1242.44358742587
"Indiana",2022,33,1266.51285095851
"Indiana",2022,34,1237.66996226143
"Indiana",2022,35,1255.98449322235
"Indiana",2022,36,1280.25403728752
"Indiana",2022,37,1295.7256808248
"Indiana",2022,38,1256.0726630975
"Indiana",2022,39,1291.97509247568
"Indiana",2022,40,1271.08512067423
"Indiana",2022,41,1290.9713540828
"Indiana",2022,42,1316.71736313475
"Indiana",2022,43,1344.05813147434
"Indiana",2022,44,1370.78815238632
"Indiana",2022,45,1309.01958662668
"Indiana",2022,46,1364.11088351431
"Indiana",2022,47,1349.55760565995
"Indiana",2022,48,1365.5629959697
"Indiana",2022,49,1414.57362192137
"Indiana",2022,50,1389.44117820373
"Indiana",2022,51,1414.32153954581
"Indiana",2022,52,1421.68298958133
"Indiana",2023,1,1444.30252328909
"Indiana",2023,2,1471.81806240684
"Indiana",2023,3,1424.72910884722
"Indiana",2023,4,1447.2639418415
"Indiana",2023,5,1478.18060803501
"Indiana",2023,6,1502.88306080697
"Indiana",2023,7,1394.01451655756
"Indiana",2023,8,1434.03497020991
"Indiana",2023,9,1352.15774675917
"Indiana",2023,10,1402.47751752254
"Indiana",2023,11,1431.36261686705
"Indiana",2023,12,1399.02303214536
"Indiana",2023,13,1404.2008295923
"Indiana",2023,14,1411.66832991668
"Indiana",2023,15,1346.49302149992
"Indiana",2023,16,1348.03952931463
"Indiana",2023,17,1348.03986509023
"Indiana",2023,18,1348.31957540137
"Indiana",2023,19,1349.71320377435
"Indiana",2023,20,1314.11177028679
"Indiana",2023,21,1341.4771009393
"Indiana",2023,22,1274.50711100654
"Indiana",2023,23,1279.69253601396
"Indiana",2023,24,1282.69598082898
"Indiana",2023,25,1285.91125391583
"Indiana",2023,26,1302.17259480231
"Indiana",2023,27,1285.79585394743
"Indiana",2023,28,1238.32941586825
"Indiana",2023,29,1309.32149071423
"Indiana",2023,30,1243.36267040654
"Indiana",2023,31,1267.29871517696
"Indiana",2023,32,1261.50348778196
"Indiana",2023,33,1293.55109856023
"Indiana",2023,34,1248.03954077535
"Indiana",2023,35,1263.69369685058
"Indiana",2023,36,1297.62660384226
"Indiana",2023,37,1324.44623303577
"Indiana",2023,38,1276.72494423817
"Indiana",2023,39,1310.05602726602
"Indiana",2023,40,1284.82157703945
"Indiana",2023,41,1312.50966325298
"Indiana",2023,42,1337.01433081614
"Indiana",2023,43,1359.74473726395
"Indiana",2023,44,1395.60657094434
"Indiana",2023,45,1333.5719717696
"Indiana",2023,46,1379.35402215266
"Indiana",2023,47,1374.64186590067
"Indiana",2023,48,1387.18952496184
"Indiana",2023,49,1429.28472182972
"Indiana",2023,50,1406.9893511319
"Indiana",2023,51,1443.12940060293
"Indiana",2023,52,1432.04975376277
"Iowa",2020,1,660.562841243702
"Iowa",2020,2,651.800604056757
"Iowa",2020,3,651.815997758589
"Iowa",2020,4,639.978370898833
"Iowa",2020,5,623.484328695502
"Iowa",2020,6,629.668538777908
"Iowa",2020,7,655.765509824778
"Iowa",2020,8,672.336786534906
"Iowa",2020,9,611.354620331012
"Iowa",2020,10,605.642866747854
"Iowa",2020,11,625.549021405084
"Iowa",2020,12,622.279432522753
"Iowa",2020,13,595.68564135001
"Iowa",2020,14,610.609472308577
"Iowa",2020,15,597.869635818655
"Iowa",2020,16,591.628796699503
"Iowa",2020,17,583.442899933123
"Iowa",2020,18,587.62600929082
"Iowa",2020,19,574.802989502621
"Iowa",2020,20,547.590168872176
"Iowa",2020,21,576.979919696643
"Iowa",2020,22,520.371218457508
"Iowa",2020,23,575.075845968469
"Iowa",2020,24,590.30373435202
"Iowa",2020,25,558.88025416296
"Iowa",2020,26,562.640667793039
"Iowa",2020,27,537.923919652058
"Iowa",2020,28,583.216377051545
"Iowa",2020,29,534.829955839186
"Iowa",2020,30,559.166362111353
"Iowa",2020,31,535.677617003298
"Iowa",2020,32,557.283756208081
"Iowa",2020,33,520.064641900876
"Iowa",2020,34,567.576744428454
"Iowa",2020,35,558.644290797308
"Iowa",2020,36,548.45285826461
"Iowa",2020,37,561.138686597714
"Iowa",2020,38,534.816047749129
"Iowa",2020,39,582.52790358974
"Iowa",2020,40,634.857809432809
"Iowa",2020,41,571.006006137525
"Iowa",2020,42,614.856916184203
"Iowa",2020,43,618.960988731791
"Iowa",2020,44,596.787492825425
"Iowa",2020,45,589.682809037061
"Iowa",2020,46,614.61254678054
"Iowa",2020,47,612.230312829289
"Iowa",2020,48,596.002835646183
"Iowa",2020,49,634.673501065057
"Iowa",2020,50,602.490319887334
"Iowa",2020,51,632.490218102258
"Iowa",2020,52,620.012257304131
"Iowa",2021,1,652.609456924726
"Iowa",2021,2,631.47160345555
"Iowa",2021,3,641.495567887438
"Iowa",2021,4,636.245659942733
"Iowa",2021,5,630.043709592113
"Iowa",2021,6,612.751922098048
"Iowa",2021,7,648.812090517047
"Iowa",2021,8,670.074016576677
"Iowa",2021,9,616.873053610409
"Iowa",2021,10,606.548783981027
"Iowa",2021,11,640.419915693888
"Iowa",2021,12,638.41336374647
"Iowa",2021,13,612.150012136141
"Iowa",2021,14,605.412305716589
"Iowa",2021,15,607.55346523066
"Iowa",2021,16,599.77711636822
"Iowa",2021,17,573.329814618063
"Iowa",2021,18,584.64565513232
"Iowa",2021,19,581.741331580841
"Iowa",2021,20,547.412305217803
"Iowa",2021,21,591.054429785184
"Iowa",2021,22,548.697241326006
"Iowa",2021,23,588.54045608374
"Iowa",2021,24,599.745945323227
"Iowa",2021,25,559.653963772429
"Iowa",2021,26,567.443282972128
"Iowa",2021,27,557.59468908453
"Iowa",2021,28,614.967624565122
"Iowa",2021,29,546.761865585395
"Iowa",2021,30,569.24152532332
"Iowa",2021,31,559.381027602859
"Iowa",2021,32,563.954522986093
"Iowa",2021,33,525.187815584911
"Iowa",2021,34,586.327694044743
"Iowa",2021,35,555.097222720773
"Iowa",2021,36,570.611815205657
"Iowa",2021,37,576.794355036091
"Iowa",2021,38,546.755693181611
"Iowa",2021,39,579.602115868621
"Iowa",2021,40,632.861446765501
"Iowa",2021,41,592.857129338762
"Iowa",2021,42,612.861050342193
"Iowa",2021,43,619.133248000387
"Iowa",2021,44,617.090688658923
"Iowa",2021,45,607.818219732362
"Iowa",2021,46,619.430802880093
"Iowa",2021,47,632.843585071441
"Iowa",2021,48,582.239039409627
"Iowa",2021,49,655.596644905105
"Iowa",2021,50,610.715660424531
"Iowa",2021,51,640.715615252362
"Iowa",2021,52,639.077347557231
"Iowa",2022,1,667.20334094348
"Iowa",2022,2,652.952650037099
"Iowa",2022,3,657.40673798968
"Iowa",2022,4,648.490694124026
"Iowa",2022,5,636.561084767013
"Iowa",2022,6,632.333940542348
"Iowa",2022,7,662.849483247981
"Iowa",2022,8,681.501012859643
"Iowa",2022,9,623.969727213168
"Iowa",2022,10,616.212372000815
"Iowa",2022,11,642.31184488783
"Iowa",2022,12,639.602399397815
"Iowa",2022,13,613.155154639657
